,Unnamed: 0,Unnamed: 1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
14,14,Radish / Mullangi, 1, 8,2016-12-1
15,15,Drumstick / Murungai Chedi, 1, 100,2016-12-1
16,16,Drumstick / Murungai Maram, 1, 100,2016-12-1
17,17,Nelli Kai, 1, 25,2016-12-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-12-1
19,19,Perkangkai, 1, 10,2016-12-1
20,20,Snake Guard / Pudalai, 1, 15,2016-12-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 5,2016-12-1
22,22,Sambar Vellari, 1, 10,2016-12-1
23,23,Bottle gourd / Suraikai, 1, 5,2016-12-1
24,24,Tomato / Thakkali, 1, 3,2016-12-1
25,25,Thatta payaru, 1, 30,2016-12-1
26,26,Lady’s Finger / Venda Kai, 1, 27,2016-12-1
27,27,Lemon / Elumbichai, 1, 70,2016-12-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 25,2016-3-1
1,1,Beans Kolee / Avarai Kolee, 1, 30,2016-3-1
2,2,Avarai ottu, 1, –,2016-3-1
3,3,Beans, 1, 50,2016-3-1
4,4,Beetroot, 1, 7,2016-3-1
5,5,Bellary / Big Onion, 1, 17,2016-3-1
6,6,Cauliflower, 1 Flower, 15,2016-3-1
7,7,Small Onion / Chinna Vengayam, 1, 15,2016-3-1
8,8,Chaw Chaw, 1, 22,2016-3-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 12,2016-3-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 22,2016-3-1
11,11,Cluster Beans / Kothavarai, 1, 17,2016-3-1
12,12,Samba Chilli / Milagai Samba, 1, 25,2016-3-1
13,13,Round Chilli / Milagai Urundai, 1, 30,2016-3-1
14,14,Radish / Mullangi, 1, 6,2016-3-1
15,15,Drumstick / Murungai Chedi, 1, 80,2016-3-1
16,16,Drumstick / Murungai Maram, 1, 80,2016-3-1
17,17,Nelli Kai, 1, 25,2016-3-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-3-1
19,19,Perkangkai, 1, 17,2016-3-1
20,20,Snake Guard / Pudalai, 1, 12,2016-3-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 6,2016-3-1
22,22,Sambar Vellari, 1, 12,2016-3-1
23,23,Bottle gourd / Suraikai, 1, 6,2016-3-1
24,24,Tomato / Thakkali, 1, 4,2016-3-1
25,25,Thatta payaru, 1, 32,2016-3-1
26,26,Lady’s Finger / Venda Kai, 1, 15,2016-3-1
27,27,Lemon / Elumbichai, 1, 67,2016-3-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 23,2016-4-1
1,1,Beans Kolee / Avarai Kolee, 1, 22,2016-4-1
2,2,Avarai ottu, 1, –,2016-4-1
3,3,Beans, 1, 35,2016-4-1
4,4,Beetroot, 1, 5,2016-4-1
5,5,Bellary / Big Onion, 1, 20,2016-4-1
6,6,Cauliflower, 1 Flower, 13,2016-4-1
7,7,Small Onion / Chinna Vengayam, 1, 20,2016-4-1
8,8,Chaw Chaw, 1, 22,2016-4-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 15,2016-4-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 13,2016-4-1
11,11,Cluster Beans / Kothavarai, 1, 15,2016-4-1
12,12,Samba Chilli / Milagai Samba, 1, 20,2016-4-1
13,13,Round Chilli / Milagai Urundai, 1, 25,2016-4-1
14,14,Radish / Mullangi, 1, 5,2016-4-1
15,15,Drumstick / Murungai Chedi, 1, 9,2016-4-1
16,16,Drumstick / Murungai Maram, 1, 8,2016-4-1
17,17,Nelli Kai, 1, 22,2016-4-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-4-1
19,19,Perkangkai, 1, 17,2016-4-1
20,20,Snake Guard / Pudalai, 1, 10,2016-4-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 5,2016-4-1
22,22,Sambar Vellari, 1, 10,2016-4-1
23,23,Bottle gourd / Suraikai, 1, 3,2016-4-1
24,24,Tomato / Thakkali, 1, 4,2016-4-1
25,25,Thatta payaru, 1, 27,2016-4-1
26,26,Lady’s Finger / Venda Kai, 1, 12,2016-4-1
27,27,Lemon / Elumbichai, 1, 70,2016-4-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 32,2016-5-1
1,1,Beans Kolee / Avarai Kolee, 1, 32,2016-5-1
2,2,Avarai ottu, 1, –,2016-5-1
3,3,Beans, 1, 30,2016-5-1
4,4,Beetroot, 1, 7,2016-5-1
5,5,Bellary / Big Onion, 1, 30,2016-5-1
6,6,Cauliflower, 1 Flower, 16,2016-5-1
7,7,Small Onion / Chinna Vengayam, 1, 30,2016-5-1
8,8,Chaw Chaw, 1, 25,2016-5-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 20,2016-5-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 20,2016-5-1
11,11,Cluster Beans / Kothavarai, 1, 25,2016-5-1
12,12,Samba Chilli / Milagai Samba, 1, 30,2016-5-1
13,13,Round Chilli / Milagai Urundai, 1, 30,2016-5-1
14,14,Radish / Mullangi, 1, 6,2016-5-1
15,15,Drumstick / Murungai Chedi, 1, 14,2016-5-1
16,16,Drumstick / Murungai Maram, 1, 14,2016-5-1
17,17,Nelli Kai, 1, 25,2016-5-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-5-1
19,19,Perkangkai, 1, 20,2016-5-1
20,20,Snake Guard / Pudalai, 1, 12,2016-5-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 6,2016-5-1
22,22,Sambar Vellari, 1, 10,2016-5-1
23,23,Bottle gourd / Suraikai, 1, 5,2016-5-1
24,24,Tomato / Thakkali, 1, 25,2016-5-1
25,25,Thatta payaru, 1, 35,2016-5-1
26,26,Lady’s Finger / Venda Kai, 1, 6,2016-5-1
27,27,Lemon / Elumbichai, 1, 110,2016-5-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 30,2016-6-1
1,1,Beans Kolee / Avarai Kolee, 1, 35,2016-6-1
2,2,Avarai ottu, 1, –,2016-6-1
3,3,Beans, 1, 35,2016-6-1
4,4,Beetroot, 1, 7,2016-6-1
5,5,Bellary / Big Onion, 1, 20,2016-6-1
6,6,Cauliflower, 1 Flower, 15,2016-6-1
7,7,Small Onion / Chinna Vengayam, 1, 35,2016-6-1
8,8,Chaw Chaw, 1, 27,2016-6-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 30,2016-6-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 30,2016-6-1
11,11,Cluster Beans / Kothavarai, 1, 20,2016-6-1
12,12,Samba Chilli / Milagai Samba, 1, 30,2016-6-1
13,13,Round Chilli / Milagai Urundai, 1, 25,2016-6-1
14,14,Radish / Mullangi, 1, 7,2016-6-1
15,15,Drumstick / Murungai Chedi, 1, 25,2016-6-1
16,16,Drumstick / Murungai Maram, 1, 23,2016-6-1
17,17,Nelli Kai, 1, 23,2016-6-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-6-1
19,19,Perkangkai, 1, 20,2016-6-1
20,20,Snake Guard / Pudalai, 1, 10,2016-6-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 6,2016-6-1
22,22,Sambar Vellari, 1, 10,2016-6-1
23,23,Bottle gourd / Suraikai, 1, 6,2016-6-1
24,24,Tomato / Thakkali, 1, 35,2016-6-1
25,25,Thatta payaru, 1, 35,2016-6-1
26,26,Lady’s Finger / Venda Kai, 1, 12,2016-6-1
27,27,Lemon / Elumbichai, 1, 100,2016-6-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 25,2016-8-1
1,1,Beans Kolee / Avarai Kolee, 1, 25,2016-8-1
2,2,Avarai ottu, 1, –,2016-8-1
3,3,Beans, 1, 35,2016-8-1
4,4,Beetroot, 1, 8,2016-8-1
5,5,Bellary / Big Onion, 1, 20,2016-8-1
6,6,Cauliflower, 1 Flower, 13,2016-8-1
7,7,Small Onion / Chinna Vengayam, 1, 18,2016-8-1
8,8,Chaw Chaw, 1, 22,2016-8-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 15,2016-8-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 15,2016-8-1
11,11,Cluster Beans / Kothavarai, 1, 10,2016-8-1
12,12,Samba Chilli / Milagai Samba, 1, 30,2016-8-1
13,13,Round Chilli / Milagai Urundai, 1, 30,2016-8-1
14,14,Radish / Mullangi, 1, 9,2016-8-1
15,15,Drumstick / Murungai Chedi, 1, 20,2016-8-1
16,16,Drumstick / Murungai Maram, 1, 18,2016-8-1
17,17,Nelli Kai, 1, 23,2016-8-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-8-1
19,19,Perkangkai, 1, 20,2016-8-1
20,20,Snake Guard / Pudalai, 1, 10,2016-8-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 5,2016-8-1
22,22,Sambar Vellari, 1, 8,2016-8-1
23,23,Bottle gourd / Suraikai, 1, 5,2016-8-1
24,24,Tomato / Thakkali, 1, 10,2016-8-1
25,25,Thatta payaru, 1, 20,2016-8-1
26,26,Lady’s Finger / Venda Kai, 1, 10,2016-8-1
27,27,Lemon / Elumbichai, 1, 60,2016-8-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 25,2016-9-1
1,1,Beans Kolee / Avarai Kolee, 1, 25,2016-9-1
2,2,Avarai ottu, 1, –,2016-9-1
3,3,Beans, 1, 30,2016-9-1
4,4,Beetroot, 1, 10,2016-9-1
5,5,Bellary / Big Onion, 1, 20,2016-9-1
6,6,Cauliflower, 1 Flower, 13,2016-9-1
7,7,Small Onion / Chinna Vengayam, 1, 15,2016-9-1
8,8,Chaw Chaw, 1, 20,2016-9-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 15,2016-9-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 15,2016-9-1
11,11,Cluster Beans / Kothavarai, 1, 8,2016-9-1
12,12,Samba Chilli / Milagai Samba, 1, 20,2016-9-1
13,13,Round Chilli / Milagai Urundai, 1, 20,2016-9-1
14,14,Radish / Mullangi, 1, 9,2016-9-1
15,15,Drumstick / Murungai Chedi, 1, 20,2016-9-1
16,16,Drumstick / Murungai Maram, 1, 16,2016-9-1
17,17,Nelli Kai, 1, 23,2016-9-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-9-1
19,19,Perkangkai, 1, 18,2016-9-1
20,20,Snake Guard / Pudalai, 1, 10,2016-9-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 4,2016-9-1
22,22,Sambar Vellari, 1, 3,2016-9-1
23,23,Bottle gourd / Suraikai, 1, 4,2016-9-1
24,24,Tomato / Thakkali, 1, 4,2016-9-1
25,25,Thatta payaru, 1, 20,2016-9-1
26,26,Lady’s Finger / Venda Kai, 1, 12,2016-9-1
27,27,Lemon / Elumbichai, 1, 90,2016-9-1
,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Belt Beans / Avarai Belt, 1, 25,2016-10-12
1,Beans Kolee / Avarai Kolee, 1, 25,2016-10-12
2,Avarai ottu, 1, –,2016-10-12
3,Beans, 1, 35,2016-10-12
4,Beetroot, 1, 8,2016-10-12
5,Bellary / Big Onion, 1, 15,2016-10-12
6,Cauliflower, 1 Flower, 14,2016-10-12
7,Small Onion / Chinna Vengayam, 1, 22,2016-10-12
8,Chaw Chaw, 1, 22,2016-10-12
9,Disco Brinjal / Kaththari kai Disco, 1, 13,2016-10-12
10,Green Brinjal / Kaththari Kai Pachai, 1, 13,2016-10-12
11,Cluster Beans / Kothavarai, 1, 10,2016-10-12
12,Samba Chilli / Milagai Samba, 1, 15,2016-10-12
13,Round Chilli / Milagai Urundai, 1, 15,2016-10-12
14,Radish / Mullangi, 1, 9,2016-10-12
15,Drumstick / Murungai Chedi, 1, 17,2016-10-12
16,Drumstick / Murungai Maram, 1, 15,2016-10-12
17,Nelli Kai, 1, 25,2016-10-12
18,Bitter Gourd / Pakar kai, 1, –,2016-10-12
19,Perkangkai, 1, 22,2016-10-12
20,Snake Guard / Pudalai, 1, 16,2016-10-12
21,Red Pumpkin / Red Pusanikkai, 1, 5,2016-10-12
22,Sambar Vellari, 1, 5,2016-10-12
23,Bottle gourd / Suraikai, 1, 4,2016-10-12
24,Tomato / Thakkali, 1, 9,2016-10-12
25,Thatta payaru, 1, 20,2016-10-12
26,Lady’s Finger / Venda Kai, 1, 14,2016-10-12
27,Lemon / Elumbichai, 1, 90,2016-10-12
,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Belt Beans / Avarai Belt, 1, 22,2016-11-12
1,Beans Kolee / Avarai Kolee, 1, 20,2016-11-12
2,Avarai ottu, 1, –,2016-11-12
3,Beans, 1, 30,2016-11-12
4,Beetroot, 1, 6,2016-11-12
5,Bellary / Big Onion, 1, 15,2016-11-12
6,Cauliflower, 1 Flower, 16,2016-11-12
7,Small Onion / Chinna Vengayam, 1, 22,2016-11-12
8,Chaw Chaw, 1, 4,2016-11-12
9,Disco Brinjal / Kaththari kai Disco, 1, 10,2016-11-12
10,Green Brinjal / Kaththari Kai Pachai, 1, 12,2016-11-12
11,Cluster Beans / Kothavarai, 1, 15,2016-11-12
12,Samba Chilli / Milagai Samba, 1, 13,2016-11-12
13,Round Chilli / Milagai Urundai, 1, 13,2016-11-12
14,Radish / Mullangi, 1, 7,2016-11-12
15,Drumstick / Murungai Chedi, 1, 22,2016-11-12
16,Drumstick / Murungai Maram, 1, 15,2016-11-12
17,Nelli Kai, 1, 20,2016-11-12
18,Bitter Gourd / Pakar kai, 1, –,2016-11-12
19,Perkangkai, 1, 15,2016-11-12
20,Snake Guard / Pudalai, 1, 4,2016-11-12
21,Red Pumpkin / Red Pusanikkai, 1, 5,2016-11-12
22,Sambar Vellari, 1, 7,2016-11-12
23,Bottle gourd / Suraikai, 1, 3,2016-11-12
24,Tomato / Thakkali, 1, 3,2016-11-12
25,Thatta payaru, 1, 17,2016-11-12
26,Lady’s Finger / Venda Kai, 1, 8,2016-11-12
27,Lemon / Elumbichai, 1, 70,2016-11-12
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 30,2016-1-1
1,1,Beans Kolee / Avarai Kolee, 1, 30,2016-1-1
2,2,Avarai ottu, 1, –,2016-1-1
3,3,Beans, 1, 55,2016-1-1
4,4,Beetroot, 1, 7,2016-1-1
5,5,Bellary / Big Onion, 1, 35,2016-1-1
6,6,Cauliflower, 1 Flower, 17,2016-1-1
7,7,Small Onion / Chinna Vengayam, 1, 35,2016-1-1
8,8,Chaw Chaw, 1, 18,2016-1-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 30,2016-1-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 35,2016-1-1
11,11,Cluster Beans / Kothavarai, 1, 18,2016-1-1
12,12,Samba Chilli / Milagai Samba, 1, 40,2016-1-1
13,13,Round Chilli / Milagai Urundai, 1, 50,2016-1-1
14,14,Radish / Mullangi, 1, 8,2016-1-1
15,15,Drumstick / Murungai Chedi, 1, 68,2016-1-1
16,16,Drumstick / Murungai Maram, 1, 68,2016-1-1
17,17,Nelli Kai, 1, 22,2016-1-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-1-1
19,19,Perkangkai, 1, 22,2016-1-1
20,20,Snake Guard / Pudalai, 1, 20,2016-1-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 7,2016-1-1
22,22,Sambar Vellari, 1, 10,2016-1-1
23,23,Bottle gourd / Suraikai, 1, 20,2016-1-1
24,24,Tomato / Thakkali, 1, 40,2016-1-1
25,25,Thatta payaru, 1, 30,2016-1-1
26,26,Lady’s Finger / Venda Kai, 1, 27,2016-1-1
27,27,Lemon / Elumbichai, 1, 70,2016-1-1
,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Belt Beans / Avarai Belt, 1, 18,2016-12-12
1,Beans Kolee / Avarai Kolee, 1, 18,2016-12-12
2,Avarai ottu, 1, –,2016-12-12
3,Beans, 1, 20,2016-12-12
4,Beetroot, 1, 7,2016-12-12
5,Bellary / Big Onion, 1, 13,2016-12-12
6,Cauliflower, 1 Flower, 17,2016-12-12
7,Small Onion / Chinna Vengayam, 1, 15,2016-12-12
8,Chaw Chaw, 1, 5,2016-12-12
9,Disco Brinjal / Kaththari kai Disco, 1, 14,2016-12-12
10,Green Brinjal / Kaththari Kai Pachai, 1, 13,2016-12-12
11,Cluster Beans / Kothavarai, 1, 18,2016-12-12
12,Samba Chilli / Milagai Samba, 1, 10,2016-12-12
13,Round Chilli / Milagai Urundai, 1, 10,2016-12-12
14,Radish / Mullangi, 1, 6,2016-12-12
15,Drumstick / Murungai Chedi, 1, 27,2016-12-12
16,Drumstick / Murungai Maram, 1, 25,2016-12-12
17,Nelli Kai, 1, 22,2016-12-12
18,Bitter Gourd / Pakar kai, 1, –,2016-12-12
19,Perkangkai, 1, 17,2016-12-12
20,Snake Guard / Pudalai, 1, 3,2016-12-12
21,Red Pumpkin / Red Pusanikkai, 1, 4,2016-12-12
22,Sambar Vellari, 1, 5,2016-12-12
23,Bottle gourd / Suraikai, 1, 3,2016-12-12
24,Tomato / Thakkali, 1, 3,2016-12-12
25,Thatta payaru, 1, 23,2016-12-12
26,Lady’s Finger / Venda Kai, 1, 7,2016-12-12
27,Lemon / Elumbichai, 1, 40,2016-12-12
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 30,2016- 2-1
1,1,Beans Kolee / Avarai Kolee, 1, 30,2016- 2-1
2,2,Avarai ottu, 1, –,2016- 2-1
3,3,Beans, 1, 55,2016- 2-1
4,4,Beetroot, 1, 5,2016- 2-1
5,5,Bellary / Big Onion, 1, 30,2016- 2-1
6,6,Cauliflower, 1 Flower, 14,2016- 2-1
7,7,Small Onion / Chinna Vengayam, 1, 15,2016- 2-1
8,8,Chaw Chaw, 1, 18,2016- 2-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 10,2016- 2-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 10,2016- 2-1
11,11,Cluster Beans / Kothavarai, 1, 18,2016- 2-1
12,12,Samba Chilli / Milagai Samba, 1, 30,2016- 2-1
13,13,Round Chilli / Milagai Urundai, 1, 40,2016- 2-1
14,14,Radish / Mullangi, 1, 8,2016- 2-1
15,15,Drumstick / Murungai Chedi, 1, 100,2016- 2-1
16,16,Drumstick / Murungai Maram, 1, 100,2016- 2-1
17,17,Nelli Kai, 1, 22,2016- 2-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016- 2-1
19,19,Perkangkai, 1, 22,2016- 2-1
20,20,Snake Guard / Pudalai, 1, 15,2016- 2-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 7,2016- 2-1
22,22,Sambar Vellari, 1, 10,2016- 2-1
23,23,Bottle gourd / Suraikai, 1, 4,2016- 2-1
24,24,Tomato / Thakkali, 1, 8,2016- 2-1
25,25,Thatta payaru, 1, 30,2016- 2-1
26,26,Lady’s Finger / Venda Kai, 1, 27,2016- 2-1
27,27,Lemon / Elumbichai, 1, 70,2016- 2-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 30,2016-2-1
1,1,Beans Kolee / Avarai Kolee, 1, 30,2016-2-1
2,2,Avarai ottu, 1, –,2016-2-1
3,3,Beans, 1, 50,2016-2-1
4,4,Beetroot, 1, 5,2016-2-1
5,5,Bellary / Big Onion, 1, 30,2016-2-1
6,6,Cauliflower, 1 Flower, 14,2016-2-1
7,7,Small Onion / Chinna Vengayam, 1, 15,2016-2-1
8,8,Chaw Chaw, 1, 18,2016-2-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 10,2016-2-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 10,2016-2-1
11,11,Cluster Beans / Kothavarai, 1, 15,2016-2-1
12,12,Samba Chilli / Milagai Samba, 1, 28,2016-2-1
13,13,Round Chilli / Milagai Urundai, 1, 30,2016-2-1
14,14,Radish / Mullangi, 1, 8,2016-2-1
15,15,Drumstick / Murungai Chedi, 1, 100,2016-2-1
16,16,Drumstick / Murungai Maram, 1, 100,2016-2-1
17,17,Nelli Kai, 1, 25,2016-2-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-2-1
19,19,Perkangkai, 1, 10,2016-2-1
20,20,Snake Guard / Pudalai, 1, 15,2016-2-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 5,2016-2-1
22,22,Sambar Vellari, 1, 10,2016-2-1
23,23,Bottle gourd / Suraikai, 1, 5,2016-2-1
24,24,Tomato / Thakkali, 1, 4,2016-2-1
25,25,Thatta payaru, 1, 30,2016-2-1
26,26,Lady’s Finger / Venda Kai, 1, 12,2016-2-1
27,27,Lemon / Elumbichai, 1, 70,2016-2-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 25,2016-3-1
1,1,Beans Kolee / Avarai Kolee, 1, 30,2016-3-1
2,2,Avarai ottu, 1, –,2016-3-1
3,3,Beans, 1, 50,2016-3-1
4,4,Beetroot, 1, 7,2016-3-1
5,5,Bellary / Big Onion, 1, 17,2016-3-1
6,6,Cauliflower, 1 Flower, 15,2016-3-1
7,7,Small Onion / Chinna Vengayam, 1, 15,2016-3-1
8,8,Chaw Chaw, 1, 22,2016-3-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 12,2016-3-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 22,2016-3-1
11,11,Cluster Beans / Kothavarai, 1, 17,2016-3-1
12,12,Samba Chilli / Milagai Samba, 1, 25,2016-3-1
13,13,Round Chilli / Milagai Urundai, 1, 30,2016-3-1
14,14,Radish / Mullangi, 1, 6,2016-3-1
15,15,Drumstick / Murungai Chedi, 1, 80,2016-3-1
16,16,Drumstick / Murungai Maram, 1, 80,2016-3-1
17,17,Nelli Kai, 1, 25,2016-3-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-3-1
19,19,Perkangkai, 1, 17,2016-3-1
20,20,Snake Guard / Pudalai, 1, 12,2016-3-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 6,2016-3-1
22,22,Sambar Vellari, 1, 12,2016-3-1
23,23,Bottle gourd / Suraikai, 1, 6,2016-3-1
24,24,Tomato / Thakkali, 1, 4,2016-3-1
25,25,Thatta payaru, 1, 32,2016-3-1
26,26,Lady’s Finger / Venda Kai, 1, 15,2016-3-1
27,27,Lemon / Elumbichai, 1, 67,2016-3-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 24,2016-4-1
1,1,Beans Kolee / Avarai Kolee, 1, 25,2016-4-1
2,2,Avarai ottu, 1, –,2016-4-1
3,3,Beans, 1, 35,2016-4-1
4,4,Beetroot, 1, 5,2016-4-1
5,5,Bellary / Big Onion, 1, 20,2016-4-1
6,6,Cauliflower, 1 Flower, 16,2016-4-1
7,7,Small Onion / Chinna Vengayam, 1, 25,2016-4-1
8,8,Chaw Chaw, 1, 22,2016-4-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 17,2016-4-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 15,2016-4-1
11,11,Cluster Beans / Kothavarai, 1, 15,2016-4-1
12,12,Samba Chilli / Milagai Samba, 1, 20,2016-4-1
13,13,Round Chilli / Milagai Urundai, 1, 25,2016-4-1
14,14,Radish / Mullangi, 1, 5,2016-4-1
15,15,Drumstick / Murungai Chedi, 1, 6,2016-4-1
16,16,Drumstick / Murungai Maram, 1, 6,2016-4-1
17,17,Nelli Kai, 1, 22,2016-4-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-4-1
19,19,Perkangkai, 1, 17,2016-4-1
20,20,Snake Guard / Pudalai, 1, 10,2016-4-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 6,2016-4-1
22,22,Sambar Vellari, 1, 10,2016-4-1
23,23,Bottle gourd / Suraikai, 1, 4,2016-4-1
24,24,Tomato / Thakkali, 1, 8,2016-4-1
25,25,Thatta payaru, 1, 27,2016-4-1
26,26,Lady’s Finger / Venda Kai, 1, 12,2016-4-1
27,27,Lemon / Elumbichai, 1, 70,2016-4-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 32,2016-5-1
1,1,Beans Kolee / Avarai Kolee, 1, 32,2016-5-1
2,2,Avarai ottu, 1, –,2016-5-1
3,3,Beans, 1, 30,2016-5-1
4,4,Beetroot, 1, 7,2016-5-1
5,5,Bellary / Big Onion, 1, 30,2016-5-1
6,6,Cauliflower, 1 Flower, 16,2016-5-1
7,7,Small Onion / Chinna Vengayam, 1, 30,2016-5-1
8,8,Chaw Chaw, 1, 25,2016-5-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 20,2016-5-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 20,2016-5-1
11,11,Cluster Beans / Kothavarai, 1, 25,2016-5-1
12,12,Samba Chilli / Milagai Samba, 1, 30,2016-5-1
13,13,Round Chilli / Milagai Urundai, 1, 30,2016-5-1
14,14,Radish / Mullangi, 1, 6,2016-5-1
15,15,Drumstick / Murungai Chedi, 1, 14,2016-5-1
16,16,Drumstick / Murungai Maram, 1, 14,2016-5-1
17,17,Nelli Kai, 1, 25,2016-5-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-5-1
19,19,Perkangkai, 1, 20,2016-5-1
20,20,Snake Guard / Pudalai, 1, 12,2016-5-1
21,21,Red Pumpkin / Red Pusanikkai, 1, 6,2016-5-1
22,22,Sambar Vellari, 1, 10,2016-5-1
23,23,Bottle gourd / Suraikai, 1, 5,2016-5-1
24,24,Tomato / Thakkali, 1, 25,2016-5-1
25,25,Thatta payaru, 1, 35,2016-5-1
26,26,Lady’s Finger / Venda Kai, 1, 6,2016-5-1
27,27,Lemon / Elumbichai, 1, 110,2016-5-1
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 30,2016-6-1
1,1,Beans Kolee / Avarai Kolee, 1, 35,2016-6-1
2,2,Avarai ottu, 1, –,2016-6-1
3,3,Beans, 1, 35,2016-6-1
4,4,Beetroot, 1, 7,2016-6-1
5,5,Bellary / Big Onion, 1, 20,2016-6-1
6,6,Cauliflower, 1 Flower, 15,2016-6-1
7,7,Small Onion / Chinna Vengayam, 1, 35,2016-6-1
8,8,Chaw Chaw, 1, 27,2016-6-1
9,9,Disco Brinjal / Kaththari kai Disco, 1, 30,2016-6-1
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 30,2016-6-1
11,11,Cluster Beans / Kothavarai, 1, 20,2016-6-1
12,12,Samba Chilli / Milagai Samba, 1, 30,2016-6-1
13,13,Round Chilli / Milagai Urundai, 1, 25,2016-6-1
14,14,Radish / Mullangi, 1, 7,2016-6-1
15,15,Drumstick / Murungai Chedi, 1, 25,2016-6-1
16,16,Drumstick / Murungai Maram, 1, 23,2016-6-1
17,17,Nelli Kai, 1, 23,2016-6-1
18,18,Bitter Gourd / Pakar kai, 1, –,2016-6-1
19,19,Perkangkai, 1, 20,2016-6-1
20,20,Snake Guard / Pudalai, 1, 10,2016-6-1
